train iter 10, lr: 1e-04, loss: 0.296
train iter 2190, lr: 1e-04, loss: 0.218
train iter 2200, lr: 1e-04, loss: 0.173
train iter 2210, lr: 1e-04, loss: 0.206
train iter 2220, lr: 1e-04, loss: 0.212
train iter 2230, lr: 1e-04, loss: 0.197
train iter 2240, lr: 1e-04, loss: 0.190
train iter 2250, lr: 1e-04, loss: 0.206
train iter 2260, lr: 1e-04, loss: 0.157
train iter 2270, lr: 1e-04, loss: 0.255
train iter 2280, lr: 1e-04, loss: 0.166
train iter 2290, lr: 1e-04, loss: 0.450
train iter 2300, lr: 1e-04, loss: 0.196
train iter 2310, lr: 1e-04, loss: 0.206
train iter 2320, lr: 1e-04, loss: 0.210
train iter 2330, lr: 1e-04, loss: 0.160
train iter 2340, lr: 1e-04, loss: 0.224
train iter 2350, lr: 1e-04, loss: 0.179
train iter 2360, lr: 1e-04, loss: 0.200
train iter 2370, lr: 1e-04, loss: 0.238
train iter 2380, lr: 1e-04, loss: 0.232
train iter 2390, lr: 1e-04, loss: 0.229
train iter 2400, lr: 1e-04, loss: 0.207
train iter 2410, lr: 1e-04, loss: 0.212
train iter 2420, lr: 1e-04, loss: 0.179
train iter 2430, lr: 1e-04, loss: 0.171
train iter 2440, lr: 1e-04, loss: 0.269
train iter 2450, lr: 1e-04, loss: 0.154
train iter 2460, lr: 1e-04, loss: 0.211
train iter 2470, lr: 1e-04, loss: 0.223
train iter 2480, lr: 1e-04, loss: 0.195
train iter 2490, lr: 1e-04, loss: 0.182
train iter 2500, lr: 1e-04, loss: 0.252
train iter 2510, lr: 1e-04, loss: 0.189
train iter 2520, lr: 1e-04, loss: 0.491
train iter 2530, lr: 1e-04, loss: 0.194
train iter 2540, lr: 1e-04, loss: 0.189
train iter 2550, lr: 1e-04, loss: 0.188
train iter 2560, lr: 1e-04, loss: 0.194
train iter 2570, lr: 1e-04, loss: 0.183
train iter 2580, lr: 1e-04, loss: 0.241
train iter 2590, lr: 1e-04, loss: 0.211
train iter 2600, lr: 1e-04, loss: 0.213
train iter 2610, lr: 1e-04, loss: 0.216
train iter 2620, lr: 1e-04, loss: 0.248
train iter 2630, lr: 1e-04, loss: 0.220
train iter 2640, lr: 1e-04, loss: 0.155
train iter 2650, lr: 1e-04, loss: 0.191
train iter 2660, lr: 1e-04, loss: 0.174
train iter 2670, lr: 1e-04, loss: 0.226
train iter 2680, lr: 1e-04, loss: 0.199
train iter 2690, lr: 1e-04, loss: 0.195
train iter 2700, lr: 1e-04, loss: 0.224
train iter 2710, lr: 1e-04, loss: 0.253
train iter 2720, lr: 1e-04, loss: 0.202
train iter 2730, lr: 1e-04, loss: 0.190
train iter 2740, lr: 1e-04, loss: 0.200
train iter 2750, lr: 1e-04, loss: 0.212
train iter 2760, lr: 1e-04, loss: 0.207
train iter 2770, lr: 1e-04, loss: 0.203
train iter 2780, lr: 1e-04, loss: 0.171
train iter 2790, lr: 1e-04, loss: 0.155
train iter 2800, lr: 1e-04, loss: 0.207
train iter 2810, lr: 1e-04, loss: 0.170
train iter 2820, lr: 1e-04, loss: 0.213
train iter 2830, lr: 1e-04, loss: 0.200
train iter 2840, lr: 1e-04, loss: 0.179
train iter 2850, lr: 1e-04, loss: 0.186
train iter 2860, lr: 1e-04, loss: 0.430
train iter 2870, lr: 1e-04, loss: 0.238
train iter 2880, lr: 1e-04, loss: 0.197
train iter 2890, lr: 1e-04, loss: 0.228
train iter 2900, lr: 1e-04, loss: 0.217
train iter 2910, lr: 1e-04, loss: 0.220
train iter 2920, lr: 1e-04, loss: 0.197
train iter 2930, lr: 1e-04, loss: 0.228
train iter 2940, lr: 1e-04, loss: 0.187
train iter 2950, lr: 1e-04, loss: 0.208
train iter 2960, lr: 1e-04, loss: 0.192
train iter 2970, lr: 1e-04, loss: 0.205
train iter 2980, lr: 1e-04, loss: 0.157
train iter 2990, lr: 1e-04, loss: 0.210
train iter 3000, val loss: 0.216
train iter 3000, lr: 1e-04, loss: 0.239
train iter 3010, lr: 1e-04, loss: 0.203
train iter 3020, lr: 1e-04, loss: 0.225
train iter 3030, lr: 1e-04, loss: 0.181
train iter 3040, lr: 1e-04, loss: 0.256
train iter 3050, lr: 1e-04, loss: 0.195
train iter 3060, lr: 1e-04, loss: 0.192
train iter 3070, lr: 1e-04, loss: 0.198
train iter 3080, lr: 1e-04, loss: 0.226
train iter 3090, lr: 1e-04, loss: 0.198
train iter 3100, lr: 1e-04, loss: 0.206
train iter 3110, lr: 1e-04, loss: 0.194
train iter 3120, lr: 1e-04, loss: 0.188
train iter 3130, lr: 1e-04, loss: 0.162
train iter 3140, lr: 1e-04, loss: 0.199
train iter 3150, lr: 1e-04, loss: 0.229
train iter 3160, lr: 1e-04, loss: 0.238
train iter 3170, lr: 1e-04, loss: 0.184
train iter 3180, lr: 1e-04, loss: 0.410
train iter 3190, lr: 1e-04, loss: 0.173
train iter 3200, lr: 1e-04, loss: 0.193
train iter 3210, lr: 1e-04, loss: 0.188
train iter 3220, lr: 1e-04, loss: 0.234
train iter 3230, lr: 1e-04, loss: 0.240
train iter 3240, lr: 1e-04, loss: 0.181
train iter 3250, lr: 1e-04, loss: 0.197
train iter 3260, lr: 1e-04, loss: 0.223
train iter 3270, lr: 1e-04, loss: 0.190
train iter 3280, lr: 1e-04, loss: 0.190
train iter 3290, lr: 1e-04, loss: 0.200
train iter 3300, lr: 1e-04, loss: 0.241
train iter 3310, lr: 1e-04, loss: 0.200
train iter 3320, lr: 1e-04, loss: 0.178
train iter 3330, lr: 1e-04, loss: 0.204
train iter 3340, lr: 1e-04, loss: 0.177
train iter 3350, lr: 1e-04, loss: 0.208
train iter 3360, lr: 1e-04, loss: 0.190
train iter 3370, lr: 1e-04, loss: 0.167
train iter 3380, lr: 1e-04, loss: 0.205
train iter 3390, lr: 1e-04, loss: 0.224
train iter 3400, lr: 1e-04, loss: 0.203
train iter 3410, lr: 1e-04, loss: 0.157
train iter 3420, lr: 1e-04, loss: 0.208
train iter 3430, lr: 1e-04, loss: 0.213
train iter 3440, lr: 1e-04, loss: 0.222
train iter 3450, lr: 1e-04, loss: 0.187
train iter 3460, lr: 1e-04, loss: 0.162
train iter 3470, lr: 1e-04, loss: 0.154
train iter 3480, lr: 1e-04, loss: 0.203
train iter 3490, lr: 1e-04, loss: 0.186
train iter 3500, lr: 1e-04, loss: 0.175
train iter 3510, lr: 1e-04, loss: 0.179
train iter 3520, lr: 1e-04, loss: 0.188
train iter 3530, lr: 1e-04, loss: 0.177
train iter 3540, lr: 1e-04, loss: 0.176
train iter 3550, lr: 1e-04, loss: 0.201
train iter 3560, lr: 1e-04, loss: 0.208
train iter 3570, lr: 1e-04, loss: 0.200
train iter 3580, lr: 1e-04, loss: 0.223
train iter 3590, lr: 1e-04, loss: 0.152
train iter 3600, lr: 1e-04, loss: 0.161
train iter 3610, lr: 1e-04, loss: 0.198
train iter 3620, lr: 1e-04, loss: 0.174
train iter 3630, lr: 1e-04, loss: 0.202
train iter 3640, lr: 1e-04, loss: 0.174
train iter 3650, lr: 1e-04, loss: 0.152
train iter 3660, lr: 1e-04, loss: 0.192
train iter 3670, lr: 1e-04, loss: 0.176
train iter 3680, lr: 1e-04, loss: 0.208
train iter 3690, lr: 1e-04, loss: 0.254
train iter 3700, lr: 1e-04, loss: 0.253
train iter 3710, lr: 1e-04, loss: 0.185
train iter 3720, lr: 1e-04, loss: 0.190
train iter 3730, lr: 1e-04, loss: 0.218
train iter 3740, lr: 1e-04, loss: 0.182
train iter 3750, lr: 1e-04, loss: 0.217
train iter 3760, lr: 1e-04, loss: 0.238
train iter 3770, lr: 1e-04, loss: 0.186
train iter 3780, lr: 1e-04, loss: 0.219
train iter 3790, lr: 1e-04, loss: 0.196
train iter 3800, lr: 1e-04, loss: 0.215
train iter 3810, lr: 1e-04, loss: 0.162
train iter 3820, lr: 1e-04, loss: 0.277
train iter 3830, lr: 1e-04, loss: 0.212
train iter 3840, lr: 1e-04, loss: 0.504
train iter 3850, lr: 1e-04, loss: 0.241
train iter 3860, lr: 1e-04, loss: 0.223
train iter 3870, lr: 1e-04, loss: 0.198
train iter 3880, lr: 1e-04, loss: 0.196
train iter 3890, lr: 1e-04, loss: 0.174
train iter 3900, lr: 1e-04, loss: 0.206
train iter 3910, lr: 1e-04, loss: 0.200
train iter 3920, lr: 1e-04, loss: 0.171
train iter 3930, lr: 1e-04, loss: 0.181
train iter 3940, lr: 1e-04, loss: 0.188
train iter 3950, lr: 1e-04, loss: 0.227
train iter 3960, lr: 1e-04, loss: 0.236
train iter 3970, lr: 1e-04, loss: 0.181
train iter 3980, lr: 1e-04, loss: 0.183
train iter 3990, lr: 1e-04, loss: 0.252
train iter 4000, val loss: 0.213
train iter 4000, lr: 1e-04, loss: 0.188
train iter 4010, lr: 1e-04, loss: 0.204
train iter 4020, lr: 1e-04, loss: 0.235
train iter 4030, lr: 1e-04, loss: 0.195
train iter 4040, lr: 1e-04, loss: 0.197
train iter 4050, lr: 1e-04, loss: 0.236
train iter 4060, lr: 1e-04, loss: 0.183
train iter 4070, lr: 1e-04, loss: 0.221
train iter 4080, lr: 1e-04, loss: 0.222
train iter 4090, lr: 1e-04, loss: 0.174
train iter 4100, lr: 1e-04, loss: 0.165
train iter 4110, lr: 1e-04, loss: 0.157
train iter 4120, lr: 1e-04, loss: 0.172
train iter 4130, lr: 1e-04, loss: 0.205
train iter 4140, lr: 1e-04, loss: 0.193
train iter 4150, lr: 1e-04, loss: 0.212
train iter 4160, lr: 1e-04, loss: 0.231
train iter 4170, lr: 1e-04, loss: 0.196
train iter 4180, lr: 1e-04, loss: 0.183
train iter 4190, lr: 1e-04, loss: 0.383
train iter 4200, lr: 1e-04, loss: 0.154
train iter 4210, lr: 1e-04, loss: 0.204
train iter 4220, lr: 1e-04, loss: 0.282
train iter 4230, lr: 1e-04, loss: 0.202
train iter 4240, lr: 1e-04, loss: 0.200
train iter 4250, lr: 1e-04, loss: 0.178
train iter 4260, lr: 1e-04, loss: 0.163
train iter 4270, lr: 1e-04, loss: 0.160
train iter 4280, lr: 1e-04, loss: 0.200
train iter 4290, lr: 1e-04, loss: 0.204
train iter 4300, lr: 1e-04, loss: 0.188
train iter 4310, lr: 1e-04, loss: 0.187
train iter 4320, lr: 1e-04, loss: 0.212
train iter 4330, lr: 1e-04, loss: 0.174
train iter 4340, lr: 1e-04, loss: 0.182
train iter 4350, lr: 1e-04, loss: 0.196
train iter 4360, lr: 1e-04, loss: 0.200
train iter 4370, lr: 1e-04, loss: 0.196
train iter 4380, lr: 1e-04, loss: 0.217
train iter 4390, lr: 1e-04, loss: 0.194
train iter 4400, lr: 1e-04, loss: 0.201
train iter 4410, lr: 1e-04, loss: 0.158
train iter 4420, lr: 1e-04, loss: 0.241
train iter 4430, lr: 1e-04, loss: 0.201
train iter 4440, lr: 1e-04, loss: 0.185
train iter 4450, lr: 1e-04, loss: 0.204
train iter 4460, lr: 1e-04, loss: 0.217
train iter 4470, lr: 1e-04, loss: 0.165
train iter 4480, lr: 1e-04, loss: 0.553
train iter 4490, lr: 1e-04, loss: 0.183
train iter 4500, lr: 1e-04, loss: 0.171
train iter 4510, lr: 1e-04, loss: 0.221
train iter 4520, lr: 1e-04, loss: 0.218
train iter 4530, lr: 1e-04, loss: 0.182
train iter 4540, lr: 1e-04, loss: 0.206
train iter 4550, lr: 1e-04, loss: 0.202
train iter 4560, lr: 1e-04, loss: 0.187
train iter 4570, lr: 1e-04, loss: 0.173
train iter 4580, lr: 1e-04, loss: 0.172
train iter 4590, lr: 1e-04, loss: 0.231
train iter 4600, lr: 1e-04, loss: 0.190
train iter 4610, lr: 1e-04, loss: 0.228
train iter 4620, lr: 1e-04, loss: 0.173
train iter 4630, lr: 1e-04, loss: 0.188
train iter 4640, lr: 1e-04, loss: 0.278
train iter 4650, lr: 1e-04, loss: 0.185
train iter 4660, lr: 1e-04, loss: 0.221
train iter 4670, lr: 1e-04, loss: 0.208
train iter 4680, lr: 1e-04, loss: 0.203
train iter 4690, lr: 1e-04, loss: 0.185
train iter 4700, lr: 1e-04, loss: 0.188
train iter 4710, lr: 1e-04, loss: 0.156
train iter 4720, lr: 1e-04, loss: 0.181
train iter 4730, lr: 1e-04, loss: 0.179
train iter 4740, lr: 1e-04, loss: 0.182
train iter 4750, lr: 1e-04, loss: 0.224
train iter 4760, lr: 1e-04, loss: 0.248
train iter 4770, lr: 1e-04, loss: 0.168
train iter 4780, lr: 1e-04, loss: 0.190
train iter 4790, lr: 1e-04, loss: 0.198
train iter 4800, lr: 1e-04, loss: 0.241
train iter 4810, lr: 1e-04, loss: 0.206
train iter 4820, lr: 1e-04, loss: 0.494
train iter 4830, lr: 1e-04, loss: 0.188
train iter 4840, lr: 1e-04, loss: 0.195
train iter 4850, lr: 1e-04, loss: 0.213
train iter 4860, lr: 1e-04, loss: 0.248
train iter 4870, lr: 1e-04, loss: 0.220
train iter 4880, lr: 1e-04, loss: 0.210
train iter 4890, lr: 1e-04, loss: 0.214
train iter 4900, lr: 1e-04, loss: 0.182
train iter 4910, lr: 1e-04, loss: 0.186
train iter 4920, lr: 1e-04, loss: 0.264
train iter 4930, lr: 1e-04, loss: 0.165
train iter 4940, lr: 1e-04, loss: 0.173
train iter 4950, lr: 1e-04, loss: 0.179
train iter 4960, lr: 1e-04, loss: 0.156
train iter 4970, lr: 1e-04, loss: 0.219
train iter 4980, lr: 1e-04, loss: 0.172
train iter 4990, lr: 1e-04, loss: 0.219
train iter 5000, val loss: 0.225
train iter 5000, lr: 1e-04, loss: 0.214
train iter 5010, lr: 1e-04, loss: 0.481
train iter 5020, lr: 1e-04, loss: 0.213
train iter 5030, lr: 1e-04, loss: 0.433
train iter 5040, lr: 1e-04, loss: 0.573
train iter 5050, lr: 1e-04, loss: 0.198
train iter 5060, lr: 1e-04, loss: 0.505
train iter 5070, lr: 1e-04, loss: 0.191
train iter 5080, lr: 1e-04, loss: 0.195
train iter 5090, lr: 1e-04, loss: 0.205
train iter 5100, lr: 1e-04, loss: 0.172
train iter 5110, lr: 1e-04, loss: 0.155
train iter 5120, lr: 1e-04, loss: 0.225
train iter 5130, lr: 1e-04, loss: 0.523
train iter 5140, lr: 1e-04, loss: 0.199
train iter 5150, lr: 1e-04, loss: 0.199
train iter 5160, lr: 1e-04, loss: 0.207
train iter 5170, lr: 1e-04, loss: 0.159
train iter 5180, lr: 1e-04, loss: 0.188
train iter 5190, lr: 1e-04, loss: 0.197
train iter 5200, lr: 1e-04, loss: 0.163
train iter 5210, lr: 1e-04, loss: 0.195
train iter 5220, lr: 1e-04, loss: 0.193
train iter 5230, lr: 1e-04, loss: 0.188
train iter 5240, lr: 1e-04, loss: 0.234
train iter 5250, lr: 1e-04, loss: 0.197
train iter 5260, lr: 1e-04, loss: 0.172
train iter 5270, lr: 1e-04, loss: 0.199
train iter 5280, lr: 1e-04, loss: 0.173
train iter 5290, lr: 1e-04, loss: 0.194
train iter 5300, lr: 1e-04, loss: 0.470
train iter 5310, lr: 1e-04, loss: 0.244
train iter 5320, lr: 1e-04, loss: 0.526
train iter 5330, lr: 1e-04, loss: 0.181
train iter 5340, lr: 1e-04, loss: 0.178
train iter 5350, lr: 1e-04, loss: 0.181
train iter 5360, lr: 1e-04, loss: 0.151
train iter 5370, lr: 1e-04, loss: 0.202
train iter 5380, lr: 1e-04, loss: 0.182
train iter 5390, lr: 1e-04, loss: 0.194
train iter 5400, lr: 1e-04, loss: 0.157
train iter 5410, lr: 1e-04, loss: 0.154
train iter 5420, lr: 1e-04, loss: 0.199
train iter 5430, lr: 1e-04, loss: 0.173
train iter 5440, lr: 1e-04, loss: 0.160
train iter 5450, lr: 1e-04, loss: 0.215
train iter 5460, lr: 1e-04, loss: 0.179
train iter 5470, lr: 1e-04, loss: 0.164
train iter 5480, lr: 1e-04, loss: 0.167
train iter 5490, lr: 1e-04, loss: 0.210
train iter 5500, lr: 1e-04, loss: 0.189
train iter 5510, lr: 1e-04, loss: 0.206
train iter 5520, lr: 1e-04, loss: 0.176
train iter 5530, lr: 1e-04, loss: 0.178
train iter 5540, lr: 1e-04, loss: 0.187
train iter 5550, lr: 1e-04, loss: 0.193
train iter 5560, lr: 1e-04, loss: 0.207
train iter 5570, lr: 1e-04, loss: 0.201
train iter 5580, lr: 1e-04, loss: 0.188
train iter 5590, lr: 1e-04, loss: 0.197
train iter 5600, lr: 1e-04, loss: 0.198
train iter 5610, lr: 1e-04, loss: 0.209
train iter 5620, lr: 1e-04, loss: 0.191
train iter 5630, lr: 1e-04, loss: 0.217
train iter 5640, lr: 1e-04, loss: 0.196
train iter 5650, lr: 1e-04, loss: 0.190
train iter 5660, lr: 1e-04, loss: 0.185
train iter 5670, lr: 1e-04, loss: 0.188
train iter 5680, lr: 1e-04, loss: 0.188
train iter 5690, lr: 1e-04, loss: 0.174
train iter 5700, lr: 1e-04, loss: 0.475
train iter 5710, lr: 1e-04, loss: 0.205
train iter 5720, lr: 1e-04, loss: 0.499
train iter 5730, lr: 1e-04, loss: 0.169
train iter 5740, lr: 1e-04, loss: 0.171
train iter 5750, lr: 1e-04, loss: 0.172
train iter 5760, lr: 1e-04, loss: 0.193
train iter 5770, lr: 1e-04, loss: 0.190
train iter 5780, lr: 1e-04, loss: 0.423
train iter 5790, lr: 1e-04, loss: 0.175
train iter 5800, lr: 1e-04, loss: 0.183
train iter 5810, lr: 1e-04, loss: 0.179
train iter 5820, lr: 1e-04, loss: 0.198
train iter 5830, lr: 1e-04, loss: 0.199
