train iter 0, val loss: 0.681, test loss: 0.682
train iter 2060, lr: 1e-04, loss: 0.681
train iter 2080, lr: 1e-04, loss: 0.660
train iter 2100, lr: 1e-04, loss: 0.744
train iter 2120, lr: 1e-04, loss: 0.711
train iter 2140, lr: 1e-04, loss: 0.694
train iter 2160, lr: 1e-04, loss: 0.710
train iter 2180, lr: 1e-04, loss: 0.650
train iter 2200, lr: 1e-04, loss: 0.735
train iter 2220, lr: 1e-04, loss: 0.682
train iter 2240, lr: 1e-04, loss: 0.655
train iter 2260, lr: 1e-04, loss: 0.659
train iter 2280, lr: 1e-04, loss: 0.709
train iter 2300, lr: 1e-04, loss: 0.703
train iter 2320, lr: 1e-04, loss: 0.705
train iter 2340, lr: 1e-04, loss: 0.631
train iter 2360, lr: 1e-04, loss: 0.626
train iter 2380, lr: 1e-04, loss: 0.719
train iter 2400, lr: 1e-04, loss: 0.651
train iter 2420, lr: 1e-04, loss: 0.659
train iter 2440, lr: 1e-04, loss: 0.702
train iter 2460, lr: 1e-04, loss: 0.695
train iter 2480, lr: 1e-04, loss: 0.717
train iter 2500, lr: 1e-04, loss: 0.661
train iter 2520, lr: 1e-04, loss: 0.653
train iter 2540, lr: 1e-04, loss: 0.718
train iter 2560, lr: 1e-04, loss: 0.711
train iter 2580, lr: 1e-04, loss: 0.697
train iter 2600, lr: 1e-04, loss: 0.721
train iter 2620, lr: 1e-04, loss: 0.600
train iter 2640, lr: 1e-04, loss: 0.676
train iter 2660, lr: 1e-04, loss: 0.717
train iter 2680, lr: 1e-04, loss: 0.637
train iter 2700, lr: 1e-04, loss: 0.712
train iter 2720, lr: 1e-04, loss: 0.640
train iter 2740, lr: 1e-04, loss: 0.699
train iter 2760, lr: 1e-04, loss: 0.684
train iter 2780, lr: 1e-04, loss: 0.717
train iter 2800, lr: 1e-04, loss: 0.748
train iter 2820, lr: 1e-04, loss: 0.630
train iter 2840, lr: 1e-04, loss: 0.685
train iter 2860, lr: 1e-04, loss: 0.691
train iter 2880, lr: 1e-04, loss: 0.597
train iter 2900, lr: 1e-04, loss: 0.557
train iter 2920, lr: 1e-04, loss: 0.665
train iter 2940, lr: 1e-04, loss: 0.689
train iter 2960, lr: 1e-04, loss: 0.651
train iter 2980, lr: 1e-04, loss: 0.752
train iter 3000, val loss: 0.656, test loss: 0.664
train iter 3000, lr: 1e-04, loss: 0.672
train iter 3020, lr: 1e-04, loss: 0.637
train iter 3040, lr: 1e-04, loss: 0.607
train iter 3060, lr: 1e-04, loss: 0.598
train iter 3080, lr: 1e-04, loss: 0.650
train iter 3100, lr: 1e-04, loss: 0.646
train iter 3120, lr: 1e-04, loss: 0.602
train iter 3140, lr: 1e-04, loss: 0.619
train iter 3160, lr: 1e-04, loss: 0.609
train iter 3180, lr: 1e-04, loss: 0.722
train iter 3200, lr: 1e-04, loss: 0.625
train iter 3220, lr: 1e-04, loss: 0.716
train iter 3240, lr: 1e-04, loss: 0.605
train iter 3260, lr: 1e-04, loss: 0.593
train iter 3280, lr: 1e-04, loss: 0.750
train iter 3300, lr: 1e-04, loss: 0.697
train iter 3320, lr: 1e-04, loss: 0.679
train iter 3340, lr: 1e-04, loss: 0.732
train iter 3360, lr: 1e-04, loss: 0.642
train iter 3380, lr: 1e-04, loss: 0.641
train iter 3400, lr: 1e-04, loss: 0.645
train iter 3420, lr: 1e-04, loss: 0.604
train iter 3440, lr: 1e-04, loss: 0.727
train iter 3460, lr: 1e-04, loss: 0.668
train iter 3480, lr: 1e-04, loss: 0.647
train iter 3500, lr: 1e-04, loss: 0.657
train iter 3520, lr: 1e-04, loss: 0.696
train iter 3540, lr: 1e-04, loss: 0.477
train iter 3560, lr: 1e-04, loss: 0.581
train iter 3580, lr: 1e-04, loss: 0.633
train iter 3600, lr: 1e-04, loss: 0.668
train iter 3620, lr: 1e-04, loss: 0.602
train iter 3640, lr: 1e-04, loss: 0.575
train iter 3660, lr: 1e-04, loss: 0.647
train iter 3680, lr: 1e-04, loss: 0.576
train iter 3700, lr: 1e-04, loss: 0.602
train iter 3720, lr: 1e-04, loss: 0.626
train iter 3740, lr: 1e-04, loss: 0.611
train iter 3760, lr: 1e-04, loss: 0.654
train iter 3780, lr: 1e-04, loss: 0.709
train iter 3800, lr: 1e-04, loss: 0.692
train iter 3820, lr: 1e-04, loss: 0.748
train iter 3840, lr: 1e-04, loss: 0.582
train iter 3860, lr: 1e-04, loss: 0.658
train iter 3880, lr: 1e-04, loss: 0.658
train iter 3900, lr: 1e-04, loss: 0.589
train iter 3920, lr: 1e-04, loss: 0.633
train iter 3940, lr: 1e-04, loss: 0.714
train iter 3960, lr: 1e-04, loss: 0.585
train iter 3980, lr: 1e-04, loss: 0.598
train iter 4000, val loss: 0.655, test loss: 0.654
train iter 4000, lr: 1e-04, loss: 0.614
train iter 4020, lr: 1e-04, loss: 0.637
train iter 4040, lr: 1e-04, loss: 0.613
train iter 4060, lr: 1e-04, loss: 0.631
train iter 4080, lr: 1e-04, loss: 0.687
train iter 4100, lr: 1e-04, loss: 0.584
train iter 4120, lr: 1e-04, loss: 0.678
train iter 4140, lr: 1e-04, loss: 0.656
train iter 4160, lr: 1e-04, loss: 0.730
train iter 4180, lr: 1e-04, loss: 0.586
train iter 4200, lr: 1e-04, loss: 0.679
train iter 4220, lr: 1e-04, loss: 0.547
train iter 4240, lr: 1e-04, loss: 0.655
train iter 4260, lr: 1e-04, loss: 0.597
train iter 4280, lr: 1e-04, loss: 0.619
train iter 4300, lr: 1e-04, loss: 0.606
train iter 4320, lr: 1e-04, loss: 0.588
train iter 4340, lr: 1e-04, loss: 0.580
train iter 4360, lr: 1e-04, loss: 0.663
train iter 4380, lr: 1e-04, loss: 0.572
train iter 4400, lr: 1e-04, loss: 0.577
train iter 4420, lr: 1e-04, loss: 0.691
train iter 4440, lr: 1e-04, loss: 0.668
train iter 4460, lr: 1e-04, loss: 0.689
train iter 4480, lr: 1e-04, loss: 0.626
train iter 4500, lr: 1e-04, loss: 0.725
train iter 4520, lr: 1e-04, loss: 0.624
train iter 4540, lr: 1e-04, loss: 0.624
train iter 4560, lr: 1e-04, loss: 0.630
train iter 4580, lr: 1e-04, loss: 0.639
train iter 4600, lr: 1e-04, loss: 0.573
train iter 4620, lr: 1e-04, loss: 0.661
train iter 4640, lr: 1e-04, loss: 0.585
train iter 4660, lr: 1e-04, loss: 0.679
train iter 4680, lr: 1e-04, loss: 0.575
train iter 4700, lr: 1e-04, loss: 0.506
train iter 4720, lr: 1e-04, loss: 0.594
train iter 4740, lr: 1e-04, loss: 0.619
train iter 4760, lr: 1e-04, loss: 0.608
train iter 4780, lr: 1e-04, loss: 0.725
train iter 4800, lr: 1e-04, loss: 0.629
train iter 4820, lr: 1e-04, loss: 0.637
train iter 4840, lr: 1e-04, loss: 0.652
train iter 4860, lr: 1e-04, loss: 0.603
train iter 4880, lr: 1e-04, loss: 0.627
train iter 4900, lr: 1e-04, loss: 0.648
train iter 4920, lr: 1e-04, loss: 0.558
train iter 4940, lr: 1e-04, loss: 0.663
train iter 4960, lr: 1e-04, loss: 0.726
train iter 4980, lr: 1e-04, loss: 0.651
train iter 5000, val loss: 0.642, test loss: 0.643
train iter 5000, lr: 1e-04, loss: 0.576
train iter 5020, lr: 1e-04, loss: 0.637
train iter 5040, lr: 1e-04, loss: 0.616
train iter 5060, lr: 1e-04, loss: 0.636
train iter 5080, lr: 1e-04, loss: 0.698
train iter 5100, lr: 1e-04, loss: 0.664
train iter 5120, lr: 1e-04, loss: 0.683
train iter 5140, lr: 1e-04, loss: 0.658
train iter 5160, lr: 1e-04, loss: 0.618
train iter 5180, lr: 1e-04, loss: 0.614
train iter 5200, lr: 1e-04, loss: 0.602
train iter 5220, lr: 1e-04, loss: 0.658
train iter 5240, lr: 1e-04, loss: 0.594
train iter 5260, lr: 1e-04, loss: 0.659
train iter 5280, lr: 1e-04, loss: 0.711
train iter 5300, lr: 1e-04, loss: 0.631
train iter 5320, lr: 1e-04, loss: 0.550
train iter 5340, lr: 1e-04, loss: 0.582
train iter 5360, lr: 1e-04, loss: 0.660
train iter 5380, lr: 1e-04, loss: 0.662
train iter 5400, lr: 1e-04, loss: 0.558
train iter 5420, lr: 1e-04, loss: 0.642
train iter 5440, lr: 1e-04, loss: 0.585
train iter 5460, lr: 1e-04, loss: 0.519
train iter 5480, lr: 1e-04, loss: 0.582
train iter 5500, lr: 1e-04, loss: 0.642
train iter 5520, lr: 1e-04, loss: 0.534
train iter 5540, lr: 1e-04, loss: 0.623
train iter 5560, lr: 1e-04, loss: 0.642
train iter 5580, lr: 1e-04, loss: 0.562
train iter 5600, lr: 1e-04, loss: 0.573
train iter 5620, lr: 1e-04, loss: 0.629
train iter 5640, lr: 1e-04, loss: 0.668
train iter 5660, lr: 1e-04, loss: 0.625
train iter 5680, lr: 1e-04, loss: 0.611
train iter 5700, lr: 1e-04, loss: 0.588
train iter 5720, lr: 1e-04, loss: 0.606
train iter 5740, lr: 1e-04, loss: 0.597
train iter 5760, lr: 1e-04, loss: 0.628
train iter 5780, lr: 1e-04, loss: 0.699
train iter 5800, lr: 1e-04, loss: 0.624
train iter 5820, lr: 1e-04, loss: 0.575
train iter 5840, lr: 1e-04, loss: 0.618
train iter 5860, lr: 1e-04, loss: 0.695
train iter 5880, lr: 1e-04, loss: 0.584
train iter 5900, lr: 1e-04, loss: 0.697
train iter 5920, lr: 1e-04, loss: 0.575
train iter 5940, lr: 1e-04, loss: 0.678
train iter 5960, lr: 1e-04, loss: 0.668
train iter 5980, lr: 1e-04, loss: 0.657
train iter 6000, val loss: 0.636, test loss: 0.638
train iter 6000, lr: 1e-04, loss: 0.572
train iter 6020, lr: 1e-04, loss: 0.545
train iter 6040, lr: 1e-04, loss: 0.627
train iter 6060, lr: 1e-04, loss: 0.684
train iter 6080, lr: 1e-04, loss: 0.607
train iter 6100, lr: 1e-04, loss: 0.591
train iter 6120, lr: 1e-04, loss: 0.519
train iter 6140, lr: 1e-04, loss: 0.603
train iter 6160, lr: 1e-04, loss: 0.591
train iter 6180, lr: 1e-04, loss: 0.533
train iter 6200, lr: 1e-04, loss: 0.582
train iter 6220, lr: 1e-04, loss: 0.571
train iter 6240, lr: 1e-04, loss: 0.700
train iter 6260, lr: 1e-04, loss: 0.685
train iter 6280, lr: 1e-04, loss: 0.601
train iter 6300, lr: 1e-04, loss: 0.578
train iter 6320, lr: 1e-04, loss: 0.593
train iter 6340, lr: 1e-04, loss: 0.573
train iter 6360, lr: 1e-04, loss: 0.656
train iter 6380, lr: 1e-04, loss: 0.623
train iter 6400, lr: 1e-04, loss: 0.708
train iter 6420, lr: 1e-04, loss: 0.596
train iter 6440, lr: 1e-04, loss: 0.618
train iter 6460, lr: 1e-04, loss: 0.678
train iter 6480, lr: 1e-04, loss: 0.654
train iter 6500, lr: 1e-04, loss: 0.559
train iter 6520, lr: 1e-04, loss: 0.682
train iter 6540, lr: 1e-04, loss: 0.555
train iter 6560, lr: 1e-04, loss: 0.587
train iter 6580, lr: 1e-04, loss: 0.570
train iter 6600, lr: 1e-04, loss: 0.625
train iter 6620, lr: 1e-04, loss: 0.622
train iter 6640, lr: 1e-04, loss: 0.573
train iter 6660, lr: 1e-04, loss: 0.537
train iter 6680, lr: 1e-04, loss: 0.606
train iter 6700, lr: 1e-04, loss: 0.600
train iter 6720, lr: 1e-04, loss: 0.586
train iter 6740, lr: 1e-04, loss: 0.598
train iter 6760, lr: 1e-04, loss: 0.576
train iter 6780, lr: 1e-04, loss: 0.540
train iter 6800, lr: 1e-04, loss: 0.630
train iter 6820, lr: 1e-04, loss: 0.615
train iter 6840, lr: 1e-04, loss: 0.548
train iter 6860, lr: 1e-04, loss: 0.649
train iter 6880, lr: 1e-04, loss: 0.614
train iter 6900, lr: 1e-04, loss: 0.623
train iter 6920, lr: 1e-04, loss: 0.664
train iter 6940, lr: 1e-04, loss: 0.581
train iter 6960, lr: 1e-04, loss: 0.658
train iter 6980, lr: 1e-04, loss: 0.589
train iter 7000, val loss: 0.636, test loss: 0.639
train iter 7000, lr: 1e-04, loss: 0.624
train iter 7020, lr: 1e-04, loss: 0.593
train iter 7040, lr: 1e-04, loss: 0.619
train iter 7060, lr: 1e-04, loss: 0.636
train iter 7080, lr: 1e-04, loss: 0.561
train iter 7100, lr: 1e-04, loss: 0.541
train iter 7120, lr: 1e-04, loss: 0.595
train iter 7140, lr: 1e-04, loss: 0.581
train iter 7160, lr: 1e-04, loss: 0.604
train iter 7180, lr: 1e-04, loss: 0.583
train iter 7200, lr: 1e-04, loss: 0.688
train iter 7220, lr: 1e-04, loss: 0.557
train iter 7240, lr: 1e-04, loss: 0.644
train iter 7260, lr: 1e-04, loss: 0.529
train iter 7280, lr: 1e-04, loss: 0.583
train iter 7300, lr: 1e-04, loss: 0.720
train iter 7320, lr: 1e-04, loss: 0.529
train iter 7340, lr: 1e-04, loss: 0.621
train iter 7360, lr: 1e-04, loss: 0.627
train iter 7380, lr: 1e-04, loss: 0.518
train iter 7400, lr: 1e-04, loss: 0.613
train iter 7420, lr: 1e-04, loss: 0.636
train iter 7440, lr: 1e-04, loss: 0.665
train iter 7460, lr: 1e-04, loss: 0.550
train iter 7480, lr: 1e-04, loss: 0.635
train iter 7500, lr: 1e-04, loss: 0.581
train iter 7520, lr: 1e-04, loss: 0.538
train iter 7540, lr: 1e-04, loss: 0.613
train iter 7560, lr: 1e-04, loss: 0.581
train iter 7580, lr: 1e-04, loss: 0.710
train iter 7600, lr: 1e-04, loss: 0.626
train iter 7620, lr: 1e-04, loss: 0.636
train iter 7640, lr: 1e-04, loss: 0.472
train iter 7660, lr: 1e-04, loss: 0.669
train iter 7680, lr: 1e-04, loss: 0.705
train iter 7700, lr: 1e-04, loss: 0.526
train iter 7720, lr: 1e-04, loss: 0.522
train iter 7740, lr: 1e-04, loss: 0.545
train iter 7760, lr: 1e-04, loss: 0.628
train iter 7780, lr: 1e-04, loss: 0.590
train iter 7800, lr: 1e-04, loss: 0.607
train iter 7820, lr: 1e-04, loss: 0.534
train iter 7840, lr: 1e-04, loss: 0.664
train iter 7860, lr: 1e-04, loss: 0.638
train iter 7880, lr: 1e-04, loss: 0.614
train iter 7900, lr: 1e-04, loss: 0.657
train iter 7920, lr: 1e-04, loss: 0.565
train iter 7940, lr: 1e-04, loss: 0.596
train iter 7960, lr: 1e-04, loss: 0.605
train iter 7980, lr: 1e-04, loss: 0.575
train iter 8000, val loss: 0.630, test loss: 0.630
train iter 8000, lr: 1e-04, loss: 0.668
train iter 8020, lr: 1e-04, loss: 0.664
train iter 8040, lr: 1e-04, loss: 0.684
train iter 8060, lr: 1e-04, loss: 0.631
train iter 8080, lr: 1e-04, loss: 0.642
train iter 8100, lr: 1e-04, loss: 0.602
train iter 8120, lr: 1e-04, loss: 0.583
train iter 8140, lr: 1e-04, loss: 0.659
train iter 8160, lr: 1e-04, loss: 0.643
train iter 8180, lr: 1e-04, loss: 0.512
train iter 8200, lr: 1e-04, loss: 0.652
train iter 8220, lr: 1e-04, loss: 0.613
train iter 8240, lr: 1e-04, loss: 0.558
train iter 8260, lr: 1e-04, loss: 0.577
train iter 8280, lr: 1e-04, loss: 0.584
train iter 8300, lr: 1e-04, loss: 0.607
train iter 8320, lr: 1e-04, loss: 0.638
train iter 8340, lr: 1e-04, loss: 0.580
train iter 8360, lr: 1e-04, loss: 0.577
train iter 8380, lr: 1e-04, loss: 0.667
train iter 8400, lr: 1e-04, loss: 0.653
train iter 8420, lr: 1e-04, loss: 0.581
train iter 8440, lr: 1e-04, loss: 0.626
train iter 8460, lr: 1e-04, loss: 0.642
train iter 8480, lr: 1e-04, loss: 0.673
train iter 8500, lr: 1e-04, loss: 0.514
train iter 8520, lr: 1e-04, loss: 0.685
train iter 8540, lr: 1e-04, loss: 0.558
train iter 8560, lr: 1e-04, loss: 0.634
train iter 8580, lr: 1e-04, loss: 0.554
train iter 8600, lr: 1e-04, loss: 0.597
train iter 8620, lr: 1e-04, loss: 0.556
train iter 8640, lr: 1e-04, loss: 0.610
train iter 8660, lr: 1e-04, loss: 0.562
train iter 8680, lr: 1e-04, loss: 0.612
train iter 8700, lr: 1e-04, loss: 0.651
train iter 8720, lr: 1e-04, loss: 0.587
train iter 8740, lr: 1e-04, loss: 0.610
train iter 8760, lr: 1e-04, loss: 0.625
train iter 8780, lr: 1e-04, loss: 0.527
train iter 8800, lr: 1e-04, loss: 0.578
train iter 8820, lr: 1e-04, loss: 0.653
train iter 8840, lr: 1e-04, loss: 0.626
train iter 8860, lr: 1e-04, loss: 0.622
train iter 8880, lr: 1e-04, loss: 0.536
train iter 8900, lr: 1e-04, loss: 0.601
train iter 8920, lr: 1e-04, loss: 0.585
train iter 8940, lr: 1e-04, loss: 0.665
train iter 8960, lr: 1e-04, loss: 0.569
train iter 8980, lr: 1e-04, loss: 0.568
train iter 9000, val loss: 0.624, test loss: 0.631
train iter 9000, lr: 1e-04, loss: 0.577
train iter 9020, lr: 1e-04, loss: 0.625
train iter 9040, lr: 1e-04, loss: 0.690
train iter 9060, lr: 1e-04, loss: 0.597
train iter 9080, lr: 1e-04, loss: 0.569
train iter 9100, lr: 1e-04, loss: 0.621
train iter 9120, lr: 1e-04, loss: 0.646
train iter 9140, lr: 1e-04, loss: 0.608
train iter 9160, lr: 1e-04, loss: 0.549
train iter 9180, lr: 1e-04, loss: 0.601
train iter 9200, lr: 1e-04, loss: 0.657
train iter 9220, lr: 1e-04, loss: 0.589
train iter 9240, lr: 1e-04, loss: 0.627
train iter 9260, lr: 1e-04, loss: 0.556
train iter 9280, lr: 1e-04, loss: 0.573
train iter 9300, lr: 1e-04, loss: 0.532
train iter 9320, lr: 1e-04, loss: 0.624
train iter 9340, lr: 1e-04, loss: 0.577
train iter 9360, lr: 1e-04, loss: 0.578
train iter 9380, lr: 1e-04, loss: 0.630
train iter 9400, lr: 1e-04, loss: 0.535
train iter 9420, lr: 1e-04, loss: 0.603
train iter 9440, lr: 1e-04, loss: 0.627
train iter 9460, lr: 1e-04, loss: 0.569
train iter 9480, lr: 1e-04, loss: 0.520
train iter 9500, lr: 1e-04, loss: 0.533
train iter 9520, lr: 1e-04, loss: 0.616
train iter 9540, lr: 1e-04, loss: 0.631
train iter 9560, lr: 1e-04, loss: 0.618
train iter 9580, lr: 1e-04, loss: 0.571
train iter 9600, lr: 1e-04, loss: 0.686
train iter 9620, lr: 1e-04, loss: 0.558
train iter 9640, lr: 1e-04, loss: 0.642
train iter 9660, lr: 1e-04, loss: 0.619
train iter 9680, lr: 1e-04, loss: 0.567
train iter 9700, lr: 1e-04, loss: 0.657
train iter 9720, lr: 1e-04, loss: 0.593
train iter 9740, lr: 1e-04, loss: 0.554
train iter 9760, lr: 1e-04, loss: 0.572
train iter 9780, lr: 1e-04, loss: 0.575
train iter 9800, lr: 1e-04, loss: 0.645
train iter 9820, lr: 1e-04, loss: 0.537
train iter 9840, lr: 1e-04, loss: 0.641
train iter 9860, lr: 1e-04, loss: 0.619
train iter 9880, lr: 1e-04, loss: 0.611
train iter 9900, lr: 1e-04, loss: 0.537
train iter 9920, lr: 1e-04, loss: 0.657
train iter 9940, lr: 1e-04, loss: 0.533
train iter 9960, lr: 1e-04, loss: 0.518
train iter 9980, lr: 1e-04, loss: 0.527
train iter 10000, val loss: 0.633, test loss: 0.629
train iter 10000, lr: 1e-04, loss: 0.526
train iter 10020, lr: 1e-04, loss: 0.546
train iter 10040, lr: 1e-04, loss: 0.569
train iter 10060, lr: 1e-04, loss: 0.638
train iter 10080, lr: 1e-04, loss: 0.608
train iter 10100, lr: 1e-04, loss: 0.536
train iter 10120, lr: 1e-04, loss: 0.663
train iter 10140, lr: 1e-04, loss: 0.579
train iter 10160, lr: 1e-04, loss: 0.502
train iter 10180, lr: 1e-04, loss: 0.591
train iter 10200, lr: 1e-04, loss: 0.565
train iter 10220, lr: 1e-04, loss: 0.579
train iter 10240, lr: 1e-04, loss: 0.540
train iter 10260, lr: 1e-04, loss: 0.727
train iter 10280, lr: 1e-04, loss: 0.501
train iter 10300, lr: 1e-04, loss: 0.661
train iter 10320, lr: 1e-04, loss: 0.708
train iter 10340, lr: 1e-04, loss: 0.622
train iter 10360, lr: 1e-04, loss: 0.633
train iter 10380, lr: 1e-04, loss: 0.595
train iter 10400, lr: 1e-04, loss: 0.548
train iter 10420, lr: 1e-04, loss: 0.556
train iter 10440, lr: 1e-04, loss: 0.601
train iter 10460, lr: 1e-04, loss: 0.634
train iter 10480, lr: 1e-04, loss: 0.533
train iter 10500, lr: 1e-04, loss: 0.594
train iter 10520, lr: 1e-04, loss: 0.549
train iter 10540, lr: 1e-04, loss: 0.635
train iter 10560, lr: 1e-04, loss: 0.556
train iter 10580, lr: 1e-04, loss: 0.637
train iter 10600, lr: 1e-04, loss: 0.502
train iter 10620, lr: 1e-04, loss: 0.664
train iter 10640, lr: 1e-04, loss: 0.617
train iter 10660, lr: 1e-04, loss: 0.629
train iter 10680, lr: 1e-04, loss: 0.541
train iter 10700, lr: 1e-04, loss: 0.548
train iter 10720, lr: 1e-04, loss: 0.579
train iter 10740, lr: 1e-04, loss: 0.508
train iter 10760, lr: 1e-04, loss: 0.544
train iter 10780, lr: 1e-04, loss: 0.512
train iter 10800, lr: 1e-04, loss: 0.610
train iter 10820, lr: 1e-04, loss: 0.597
train iter 10840, lr: 1e-04, loss: 0.571
train iter 10860, lr: 1e-04, loss: 0.603
train iter 10880, lr: 1e-04, loss: 0.531
train iter 10900, lr: 1e-04, loss: 0.592
train iter 10920, lr: 1e-04, loss: 0.589
train iter 10940, lr: 1e-04, loss: 0.571
train iter 10960, lr: 1e-04, loss: 0.517
train iter 10980, lr: 1e-04, loss: 0.538
train iter 11000, val loss: 0.626, test loss: 0.629
train iter 11000, lr: 1e-04, loss: 0.598
train iter 11020, lr: 1e-04, loss: 0.510
train iter 11040, lr: 1e-04, loss: 0.598
train iter 11060, lr: 1e-04, loss: 0.476
train iter 11080, lr: 1e-04, loss: 0.573
train iter 11100, lr: 1e-04, loss: 0.552
train iter 11120, lr: 1e-04, loss: 0.571
train iter 11140, lr: 1e-04, loss: 0.494
train iter 11160, lr: 1e-04, loss: 0.524
train iter 11180, lr: 1e-04, loss: 0.666
train iter 11200, lr: 1e-04, loss: 0.608
train iter 11220, lr: 1e-04, loss: 0.630
train iter 11240, lr: 1e-04, loss: 0.593
train iter 11260, lr: 1e-04, loss: 0.592
train iter 11280, lr: 1e-04, loss: 0.595
train iter 11300, lr: 1e-04, loss: 0.570
train iter 11320, lr: 1e-04, loss: 0.678
train iter 11340, lr: 1e-04, loss: 0.514
train iter 11360, lr: 1e-04, loss: 0.525
train iter 11380, lr: 1e-04, loss: 0.524
train iter 11400, lr: 1e-04, loss: 0.551
train iter 11420, lr: 1e-04, loss: 0.593
